    Index      rate  quality    brain_area
951774982   0.05735  good       CA3
951774988   0.00372  good       CA3
951774995   0.30174  good       CA3
951775003   0.02325  good       CA3
951775009   0.07079  good       CA1
951775014   0.07823  good       CA1
951775020   0.50676  good       VISrl
951775028   0.01891  good       VISrl
951775033   0.43236  good       VISrl
951775039   0.07451  good       VISrl
951775044   0.03813  good       VISrl
951775051   0.21969  good       VISrl
951775057   0.85789  good       VISrl
951775065   2.42664  good       VISrl
951775073   0.41376  good       VISrl
951775080   0.1362   noise
951775086   0.01912  good       CA3
951775092   0.03048  good       VISrl
951775099   0.01653  good       LGd
951775105   0.0124   good       LGd
951775110   0.02656  good       CA1
951775116   0.26196  good       VISrl
951775173   5.91525  good       PO
951775180   7.71454  good       PO
951775184   3.89483  good       Eth
951775192   9.07888  good       PO
951775198   3.91622  good       Eth
951775206   8.11248  good       Eth
951775212   2.37393  good       Eth
951775218   8.28102  good       Eth
951775223   7.29561  good       Eth
951775230   5.32149  good       Eth
951775236   8.77363  good       Eth
951775243   4.58635  good       Eth
951775249   2.43449  good       Eth
951775254   4.44902  good       Eth
951775260   5.00383  good       Eth
951775265   4.27996  good       Eth
951775271  10.4868   good       Eth
951775279   7.32362  good       Eth
951775285  11.3536   good       Eth
951775292   7.47914  good       Eth
951775297   3.22563  good       Eth
951775303   4.19481  good       Eth
951775309  10.7328   good       Eth
951775314   7.63786  good       Eth
951775321   5.68471  good       Eth
951775327   9.05005  good       Eth
951775333   4.2221   good       Eth
951775339   7.25025  good       Eth
951775345   2.67268  good       Eth
951775351   1.50984  good       Eth
951775355   3.66739  good       Eth
951775363  10.0034   good       Eth
951775369   4.31685  good       Eth
951775375   6.58642  good       Eth
951775380  11.8742   good       Eth
951775385   4.25516  good       Eth
951775392  12.3145   good       Eth
951775397   3.13004  good       Eth
951775403   2.64674  good       Eth
951775407   2.80278  good       Eth
951775412  11.3512   good       Eth
951775417   5.77244  good       Eth
951775423   3.63814  good       Eth
951775429   8.45359  good       Eth
951775435   0.12783  good       Eth
951775441  15.7157   good       Eth
951775448   5.67954  good       Eth
951775453   2.09172  noise      Eth
951775465   3.09677  good       Eth
951775472   1.61307  good       Eth
951775477   4.29391  good       Eth
951775484   2.01732  good       Eth
951775489   2.53524  good       Eth
951775496   3.5313   good       Eth
951775502   8.72495  good       Eth
951775508   0.58591  good       Eth
951775515   7.21904  good       Eth
951775522   4.06905  good       Eth
951775529   9.18253  good       Eth
951775535   4.03723  good       Eth
951775542   0.60586  noise      Eth
951775550  12.0122   good       Eth
951775556  17.1874   good       Eth
951775561   0.58271  good       Eth
951775569   7.29985  good       Eth
951775576   6.64046  good       Eth
951775582  11.2056   good       Eth
951775589   3.70862  good       Eth
951775595   8.77259  good       Eth
951775602   0.10995  good       Eth
951775607   8.06443  good       Eth
951775614   6.70484  good       Eth
951775620   5.07875  good       Eth
951775627   0.02242  good       Eth
951775633  11.1431   good       Eth
951775639   5.2942   good       Eth
951775645   6.28933  good       Eth
951775648  11.3501   good       Eth
951775655   4.79406  good       Eth
951775660   9.35944  good       Eth
951775666  11.0597   good       Eth
951775671   8.41691  good       Eth
951775678   3.69808  good       Eth
951775684   2.12748  good       Eth
951775689  13.6246   good       Eth
951775695   1.63064  good       Eth
951775702  14.4631   good       Eth
951775708  15.7992   good       Eth
951775714   3.70376  good       Eth
951775720   5.57476  good       Eth
951775726   9.92344  good       Eth
951775733   0.47348  good       Eth
951775738   1.0131   good       Eth
951775741   4.01666  good       Eth
951775745   9.23078  good       Eth
951775748   3.94433  good       Eth
951775751   6.06096  good       LP
951775754   6.40713  good       LP
951775759   4.98223  good       LP
951775764   3.11888  good       LP
951775770  12.4008   good       LP
951775776   4.19047  good       LP
951775782   4.02462  good       LP
951775789   0.05745  good       LP
951775795   9.85834  good       LP
951775800   0.03658  good       LP
951775806   4.49077  good       LP
951775813   1.23269  good       LP
951775819   0.663    good       LP
951775826   7.01712  good       LP
951775830   0.03823  good       LP
951775836   1.6696   good       LP
951775843   5.1145   good       LP
951775849   1.22205  good       LP
951775857   1.93197  good       LP
951775863   2.86612  good       LP
951775869   2.13171  good       LP
951775875   6.9637   good       LP
951775880   0.03751  good       LP
951775885   0.56607  good       LP
951775890   9.40997  good       LP
951775897   7.1681   good       LP
951775903   7.18907  noise      LP
951775908  10.2125   good       LP
951775915   7.01413  good       LP
951775919   2.94631  good       LP
951775927   6.76664  good       LP
951775934   3.88078  good       LP
951775940   4.93687  good       LP
951775947   6.44878  good       LP
951775954   1.10311  good       LP
951775961   3.56591  good       LP
951775967   3.97533  good       LP
951775974   4.69145  good       LP
951775980   6.49197  good       LP
951775985   4.92654  good       LP
951775990   4.2006   good       LP
951776000   1.76766  noise      CA1
951776007   2.56934  noise      LP
951776014   0.04764  noise      LP
951776020   2.06269  good       LP
951776024   3.81785  good       LP
951776031   8.76536  good       LP
951776037  10.8718   good       LP
951776043   1.12409  good       LP
951776049   4.25723  good       LP
951776055   5.59956  good       LP
951776061   2.47872  good       LP
951776067   4.50431  good       LP
951776074   4.13591  good       LP
951776080   6.05755  good       LP
951776085   3.87726  good       LP
951776091   3.25219  good       LP
951776096   3.20424  good       LP
951776100   2.1993   good       LP
951776106   0.33336  noise      LP
951776112   1.66009  noise      LP
951776117  28.7194   good       LP
951776124   2.19186  good       LP
951776129   0.12648  good       LP
951776135   7.08915  good       LP
951776142   6.08607  good       LP
951776147  12.7011   good       LP
951776152   1.01786  good       LP
951776159   1.14196  good       LP
951776165   2.34851  noise      LP
951776170   1.31237  noise      LP
951776176   0.01395  good       LP
951776182   2.65387  good       TH
951776188   7.58506  good       TH
951776194   1.39235  noise      DG
951776200   3.31594  noise      DG
951776206   2.21232  noise      DG
951776213   3.47467  good       DG
951776217   1.15323  noise      DG
951776225   2.83533  noise      DG
951776231   1.63539  good       DG
951776237   4.36801  good       DG
951776243   0.02015  noise      DG
951776249   0.1333   good       DG
951776255   0.86006  good       DG
951776262   1.76591  good       DG
951776268   0.69349  good       DG
951776273   2.10133  good       DG
951776281   2.41527  good       DG
951776286   5.27199  good       DG
951776292   0.29006  good       DG
951776299   2.34386  noise      DG
951776306   3.13056  noise      DG
951776311   0.47865  noise      DG
951776317   2.72466  noise      DG
951776323   0.41438  noise      DG
951776329   0.17257  good       DG
951776333   3.40068  noise      DG
951776339   2.95179  good       DG
951776345   5.67582  good       DG
951776352   0.08835  noise      DG
951776358   1.60532  noise      DG
951776364   3.15164  noise      CA1
951776370   2.33405  noise      CA1
951776376   1.21916  noise      DG
951776382   1.59633  noise      DG
951776388   2.31338  noise      CA1
951776394   3.37784  noise      CA1
951776401   0.3811   noise      CA1
951776407   1.67166  good       CA1
951776412   2.13885  good       CA1
951776419   2.17935  noise      CA1
951776425   3.04179  good       CA1
951776431  25.9364   good       CA1
951776436  16.3894   good       CA1
951776442   0.89551  noise      CA1
951776449   0.88187  noise      CA1
951776455   4.70261  good       CA1
951776462   2.2024   noise      CA1
951776468   0.30908  noise      CA1
951776475   5.13217  good       CA1
951776480   0.34979  good       CA1
951776486  11.6435   good       CA1
951776493   3.33826  noise      CA1
951776499   2.7602   noise      CA1
951776505   1.7409   noise      CA1
951776512   3.64651  noise      CA1
951776518   1.70142  noise      CA1
951776524   0.23643  good       CA1
951776530   2.69469  noise      CA1
951776541   2.25727  noise      CA1
951776547   2.07664  noise      CA1
951776551   0.64513  good       CA1
951776556   3.84606  noise      CA1
951776563   2.90591  good       CA1
951776569   4.88251  good       CA1
951776576   0.00723  good       CA1
951776582   0.00858  noise      CA1
951776589   1.49506  good       CA1
951776595   0.3068   good       CA1
951776599   1.85973  noise      CA1
951776606   0.05828  noise      CA1
951776612   0.34556  noise      CA1
951776618   2.53968  good       CA1
951776624   9.47982  good       CA1
951776630   3.25229  good       CA1
951776636   3.49523  good       CA1
951776642   1.51511  noise      CA1
951776647   3.67679  noise      CA1
951776653   5.73586  noise      CA1
951776660   2.62494  good       CA1
951776666   1.85581  good       CA1
951776671   7.42644  good       CA1
951776677   0.02563  good       CA1
951776683   1.38026  good       CA1
951776690   0.38668  good       CA1
951776697   3.73518  good       CA1
951776703   5.1762   good       CA1
951776710   0.80106  good       CA1
951776716   4.67522  good       CA1
951776723   2.30098  good       CA1
951776731   0.20771  good       CA1
951776737  10.9451   good       CA1
951776743  11.8429   good       CA1
951776748   1.14434  good       CA1
951776753   5.10355  good       CA1
951776760   6.08576  good       CA1
951776767  16.1401   good       CA1
951776772   2.8405   good       CA1
951776776   3.27616  good       CA1
951776781   5.68213  noise      CA1
951776789   4.30807  good       CA1
951776794   1.27733  good       CA1
951776799   4.62221  good       CA1
951776806   3.71358  good       CA1
951776812   4.75965  good       CA1
951776818   5.79559  good       CA1
951776824   1.50478  good       CA1
951776832   4.22158  good       CA1
951776838   8.0572   good       CA1
951776845   0.01095  noise      CA1
951776852   2.96067  good       CA1
951776857   0.6226   good       CA1
951776864   3.84451  good       CA1
951776869  27.6137   good       CA1
951776877   4.8419   good       CA1
951776884   1.78947  good       CA1
951776888   4.99505  good       CA1
951776896   7.33798  good       CA1
951776902   1.86769  noise      CA1
951776909   4.72844  noise      CA1
951776914   1.52307  noise      CA1
951776922   7.57958  good       CA1
951776927   2.80154  good       CA1
951776932   1.71186  noise      CA1
951776939   8.60229  good       CA1
951776944  12.1399   good       CA1
951776950   0.62704  good       VISpm
951776956   0.55915  noise      VISpm
951776962   1.88547  noise      VISpm
951776968   0.07606  noise      VISpm
951776973   5.24429  good       VISpm
951776980   0.49395  noise      VISpm
951776985   2.14122  good       VISpm
951776991   1.7595   good       VISpm
951776998  15.5874   good       VISpm
951777003   0.02139  good       VISpm
951777009   2.26564  good       VISpm
951777016   7.24705  good       VISpm
951777021   6.45084  good       VISpm
951777029   2.72641  good       VISpm
951777034   0.00124  noise      VISpm
951777040   1.73635  noise      VISpm
951777046   3.54597  good       VISpm
951777052  13.0328   good       VISpm
951777058   0.75921  good       VISpm
951777065   1.94437  good       VISpm
951777071   1.55035  good       VISpm
951777079   2.82437  good       VISpm
951777092   4.38795  good       VISpm
951777098  16.4999   good       VISpm
951777105   1.70287  good       VISpm
951777112   6.41085  good       VISpm
951777117   4.244    good       VISpm
951777123   7.17006  good       VISpm
951777129  12.4829   good       VISpm
951777136   9.09128  good       VISpm
951777142  10.2364   good       VISpm
951777148   5.99234  good       VISpm
951777155   4.41244  good       VISpm
951777162   5.94036  good       VISpm
951777168   8.81382  good       VISpm
951777175   4.78135  good       VISpm
951777181   6.2388   good       VISpm
951777188   9.04302  good       VISpm
951777193   0.42626  noise      VISpm
951777199   6.21296  good       VISpm
951777205   2.5617   good       VISpm
951777212   8.14979  good       VISpm
951777218   8.29714  good       VISpm
951777223   4.54461  good       VISpm
951777227   5.30526  noise      VISpm
951777232   4.30135  good       VISpm
951777237   1.81179  good       VISpm
951777243   0.69834  good       VISpm
951777249   3.40781  good       VISpm
951777257   1.51222  good       VISpm
951777263   3.24774  good       VISpm
951777270   1.99283  good       VISpm
951777275   1.71165  noise      VISpm
951777281   2.62432  good       VISpm
951777287   3.70531  good       VISpm
951777292   6.32219  good       VISpm
951777298   2.21759  good       VISpm
951777304   2.35492  good       VISpm
951777310   0.00692  noise      VISpm
951777315   0.85717  good       VISpm
951777321   5.74124  noise      VISpm
951777323   1.19601  noise
951777326   7.5492   noise
951777329   3.32462  good       Eth
951777333   2.34583  good       Eth
951777335   8.80669  good       Eth
951777339   6.94045  good       Eth
951777342   9.22283  good       Eth
951777345   3.64734  good       Eth
951777348   5.85966  good       Eth
951777351   2.74057  good       Eth
951777355   0.02976  good       Eth
951777360   3.54401  good       Eth
951777366   2.21697  good       LP
951777371   2.06393  good       LP
951777377   0.0216   good       LP
951777384   1.97764  good       LP
951777389   4.77825  good       LP
951777395   2.48264  good       LP
951777401   0.57599  good       LP
951777406   9.18087  good       LP
951777413   0.03513  good       LP
951777419   3.67266  good       LP
951777424   1.44453  good       LP
951777430   3.33051  good       LP
951777437   0.24656  good       LP
951777442   0.98799  good       LP
951777448   1.35814  good       LP
951777455   0.37707  good       LP
951777462   0.18022  good       DG
951777468   0.05012  good       DG
951777474   0.03069  good       DG
951777480   0.06975  good       DG
951777485   0.40177  noise      DG
951777492   0.04919  good       CA1
951777499   0.24739  noise      CA1
951777504   0.42574  good       CA1
951777511   0.13516  good       CA1
951777517   0.09641  good       CA1
951777523   1.61256  good       CA1
951777528   0.82524  noise      VISpm
951777534   0.03792  good       VISpm
951777540   0.1177   good       VISpm
951777548   0.20078  noise      VISpm
951777553   2.35957  good       LP
951777559   0.02108  good       LP
951777565   0.08143  noise      DG
951777571   0.20088  good       VISpm
951777576   0.01085  good       LP
951777582   0.1457   good       CA1
951777593   0.0464   good       CA1
951777600   0.0621   good       CA1
